osm_id,name,type,x,y
335559052,Mobility Neugasse / Depot SBB,car_sharing,8.5240500000,47.3848700000
335559053,Mobility Nordstrasse / Letten,car_sharing,8.5331100000,47.3913800000
335559054,Mobility Oerlikon Bahnhof SBB,car_sharing,8.5424400000,47.4109100000
335559055,Mobility Probstei,car_sharing,8.5859700000,47.4001400000
335559056,Mobility Oerlikon / Thurgauerstrasse,car_sharing,8.5525500000,47.4157400000
335559057,Mobility Oerlikon Bahnhof Nord / Alte Post,car_sharing,8.5459200000,47.4130700000
335559058,Mobility Milchbuck / Buchmattweg,car_sharing,8.5399000000,47.3961000000
335559059,Mobility Migros Markt Witikon,car_sharing,8.5856100000,47.3593200000
335559060,Mobility Migros Altstetten Neumarkt,car_sharing,8.4871000000,47.3884000000
335559062,Mobility Manesseplatz / Dubsstrasse,car_sharing,8.5216700000,47.3672200000
335559064,Mobility Neu-Affoltern,car_sharing,8.5193000000,47.4144400000
335559066,Mobility Mutschellenstrasse,car_sharing,8.5276900000,47.3511500000
335559067,Mobility Mittelleimbach Zentrum,car_sharing,8.5142000000,47.3258300000
335559069,Mobility Milchbuck / Schaffhauserstrasse,car_sharing,8.5416200000,47.3988000000
335559071,Mobility Leimbach Post,car_sharing,8.5158100000,47.3304900000
335559073,Mobility Lehenstrasse,car_sharing,8.5257400000,47.3962000000
335559075,Mobility Langmauerstrasse,car_sharing,8.5441900000,47.3936400000
335559077,Mobility KV Heinrichstrasse,car_sharing,8.5229700000,47.3890100000
335559078,Mobility Limmatplatz / Sihlquai,car_sharing,8.5332000000,47.3851700000
335559080,Mobility Limmatplatz / Gasometerstrasse,car_sharing,8.5289000000,47.3842400000
335559082,Mobility Letzigraben,car_sharing,8.4973900000,47.3765700000
335559083,Mobility Letten / Wasserwerkstrasse,car_sharing,8.5338600000,47.3873900000
335559084,Mobility Wipkingen / Imfeldstrasse,car_sharing,8.5313100000,47.3898300000
335559085,Mobility Wipkingen / Limmattalstrasse,car_sharing,8.5140100000,47.3960900000
335559086,Mobility Wipkingen / Trottenstrasse,car_sharing,8.5175725000,47.3961776000
335559087,Mobility Wipkingen / Wasserwerkstrasse,car_sharing,8.5301400000,47.3891200000
335559088,Mobility Wipkingen SBB,car_sharing,8.5295316000,47.3930397000
335559089,Mobility Wipkingerplatz,car_sharing,8.5238400000,47.3934100000
335559090,Mobility Witikon / in der Sommerau,car_sharing,8.5783000000,47.3616900000
335559091,Mobility Witikon / Stodolastrasse,car_sharing,8.5906000000,47.3572000000
335559092,Mobility Waffenplatz,car_sharing,8.5272500000,47.3597200000
335559093,Mobility WasserschÃ¶pfi,car_sharing,8.5057500000,47.3688900000
335559094,Mobility Weststrasse,car_sharing,8.5225600000,47.3701200000
335559095,Mobility Wiedikon / Zentralstrasse,car_sharing,8.5184600000,47.3723200000
335559096,Mobility Wiedikon PTT / Jugendfoyer,car_sharing,8.5236700000,47.3721300000
335559097,Mobility Wiedikon SBB / Freyastrasse,car_sharing,8.5242400000,47.3721900000
335559098,Mobility Winterthurerstrasse / Luchswiesenstrass,car_sharing,8.5854300000,47.4064300000
335559099,Mobility Wipkingen / Guthirtstrasse,car_sharing,8.5282700000,47.3948500000
335559101,Mobility Wollishofen / Dangelstrasse,car_sharing,8.5283400000,47.3322200000
335559102,Mobility Witikon Pflegezentrum,car_sharing,8.6018600000,47.3550100000
335559103,Mobility Wollishofen / Verenastrasse,car_sharing,8.5257800000,47.3404300000
335559104,Mobility Wollishofen / Pflegezentrum Entlisberg,car_sharing,8.5266700000,47.3346100000
335559105,Mobility ZÃ¼richberg / Hinterbergstrasse,car_sharing,8.5553200000,47.3797200000
335559106,Mobility Zanggerweg,car_sharing,8.5441800000,47.3924500000
335559107,Mobility Zwinglihaus / Aemtlerstrasse,car_sharing,8.5149500000,47.3722700000
335559108,Mobility ZÃ¼richberg / KrÃ¤hbÃ¼hlstrasse,car_sharing,8.5652400000,47.3784600000
335568946,Mobility Kempttalstrasse,car_sharing,8.7767446000,47.3707909000
335568948,Mobility Burghalden Bahnhof SOB,car_sharing,8.6925600000,47.2087500000
335568962,Mobility Affoltern / In BÃ¶den,car_sharing,8.5088544000,47.4189893000
335568966,Mobility Affolternstrasse,car_sharing,8.5333047000,47.4111028000
335568968,Mobility Affoltern / Klee,car_sharing,8.5017100000,47.4247900000
335568970,Mobility Ankerstrasse / BGZ,car_sharing,8.5255003000,47.3749572000
335568972,Mobility Albisriederplatz / Tiefgarage,car_sharing,8.5114300000,47.3781300000
335568974,Mobility Enge Schweizer RÃ¼ckversicherung,car_sharing,8.5336200000,47.3599000000
335568976,Mobility ETH HÃ¶nggerberg / Einsteinstrasse,car_sharing,8.5049523000,47.4089350000
335568978,Mobility Aussersihl / Feldstrasse,car_sharing,8.5241841000,47.3801231000
335568979,Mobility Bahnhof SBB Enge,car_sharing,8.5304700000,47.3639600000
335568980,Mobility Helvetiaplatz,car_sharing,8.5267300000,47.3765000000
335568981,Mobility Helvetiaplatz / Langstrasse,car_sharing,8.5249713000,47.3758919000
335568982,Mobility GiesshÃ¼bel Bahnhof SZU,car_sharing,8.5221500000,47.3621100000
335568983,Mobility Hauptbahnhof / Tellstrasse / Lagerstras,car_sharing,8.5298800000,47.3790700000
335568984,Mobility Idaplatz,car_sharing,8.5144200000,47.3740200000
335568985,Mobility Lochergut / Meinrad Lienertstrasse,car_sharing,8.5174600000,47.3750400000
335568986,Mobility Hofwiesenstrasse / Bad Allenmoos,car_sharing,8.5378900000,47.4066600000
335568987,Mobility Hohlstrasse / Pflanzschulstrasse,car_sharing,8.5221070000,47.3796814000
335568988,Mobility NeubÃ¼hl,car_sharing,8.5350516000,47.3333696000
335568989,Mobility Oberaffoltern / Lerchenrain,car_sharing,8.5078500000,47.4142800000
335568990,Mobility Manesseplatz / Wuhrstrasse,car_sharing,8.5218200000,47.3670900000
335568991,Mobility Museum Rietberg / Lavaterstrasse,car_sharing,8.5324700000,47.3613600000
335568992,Mobility Tiefenbrunnen SBB,car_sharing,8.5616268000,47.3494773000
335568993,Mobility Sihlfeld / Hildastrasse,car_sharing,8.5154900000,47.3764500000
335568994,Mobility Seefeld / Nebelbachstrasse,car_sharing,8.5582600000,47.3526900000
335568995,Mobility Oerlikon / Neunbrunnenstrasse,car_sharing,8.5307638000,47.4156862000
335568996,Mobility Wollishofen / Tannenrauchstrasse,car_sharing,8.5282400000,47.3447200000
335568998,Mobility Wengihof / Badenerstrasse,car_sharing,8.5231421000,47.3746905000
335568999,Mobility Unterstrass / Birchplatz,car_sharing,8.5363700000,47.4078500000
335569000,Mobility Zypressen,car_sharing,8.5140600000,47.3785200000
335569001,Mobility Zentralstrasse / Martastrasse,car_sharing,8.5151076000,47.3758596000
335569002,Mobility Wollishofen SBB,car_sharing,8.5334023000,47.3488086000
335657576,,parking,8.5492522000,47.4222797000
336307320,,post_office,8.6697953000,47.3401859000
338156402,,post_office,8.8207704000,47.2699710000
338442802,,parking,8.7121196000,47.5039674000
338638410,,parking,8.4724802000,47.4700358000
338639750,Bazillus,nightclub,8.5373445000,47.3813755000
338648562,,parking,8.4717350000,47.4655192000
338766891,,post_office,8.6542439000,47.3255014000
339572978,,parking,8.8217070000,47.2718466000
339631486,,parking,8.4478322000,47.2976875000
339636823,8908 Hedingen,post_office,8.4491617000,47.2962682000
340271344,,parking,8.4634723000,47.2434654000
340271345,,parking,8.4575893000,47.2445385000
340605004,,parking,8.6693796000,47.3402840000
341570779,,parking,8.8367206000,47.2732519000
341707744,,parking,8.5352259000,47.5157431000
341942816,,parking,8.4141407000,47.4989502000
341962581,,parking,8.4423384000,47.4347020000
343002445,,parking,8.5203144000,47.4758774000
344195057,Heuberg Ost,parking,8.6685213000,47.3170612000
344195058,Heuberg West,parking,8.6669093000,47.3177848000
345672032,,parking,8.7172872000,47.3600568000
345750186,Migros,parking,8.8494528000,47.2575256000
345750217,Coop,parking,8.8504138000,47.2568249000
